run,iteration,event,accepted,x,y,height,step
Multi-Start 5,18,Exploration - Dimension 2,False,-2.9583333333333335,-2.96875,1.012571,0.015625
Multi-Start 5,18,Schrittweite halbiert,True,-2.9583333333333335,-2.953125,1.012674,0.0078125
Multi-Start 5,19,Exploration + Dimension 1,False,-2.9505208333333335,-2.953125,1.012663,0.0078125
Multi-Start 5,19,Exploration - Dimension 1,False,-2.9661458333333335,-2.953125,1.012585,0.0078125
Multi-Start 5,19,Exploration + Dimension 2,False,-2.9583333333333335,-2.9453125,1.012576,0.0078125
Multi-Start 5,19,Exploration - Dimension 2,False,-2.9583333333333335,-2.9609375,1.012672,0.0078125
Multi-Start 5,19,Schrittweite halbiert,True,-2.9583333333333335,-2.953125,1.012674,0.00390625
Multi-Start 5,20,Exploration + Dimension 1,True,-2.9544270833333335,-2.953125,1.012681,0.00390625
Multi-Start 5,20,Exploration + Dimension 2,False,-2.9544270833333335,-2.94921875,1.012652,0.00390625
Multi-Start 5,20,Exploration - Dimension 2,True,-2.9544270833333335,-2.95703125,1.012685,0.00390625
Multi-Start 5,21,Musterschritt,False,-2.9505208333333335,-2.9609375,1.01263,0.00390625
Multi-Start 5,21,Exploration + Dimension 1,False,-2.9466145833333335,-2.9609375,1.012571,0.00390625
Multi-Start 5,21,Exploration - Dimension 1,True,-2.9544270833333335,-2.9609375,1.012664,0.00390625
Multi-Start 5,21,Exploration + Dimension 2,True,-2.9544270833333335,-2.95703125,1.012685,0.00390625
Multi-Start 5,22,Exploration + Dimension 1,False,-2.9505208333333335,-2.95703125,1.012659,0.00390625
Multi-Start 5,22,Exploration - Dimension 1,True,-2.9583333333333335,-2.95703125,1.012686,0.00390625
Multi-Start 5,22,Exploration + Dimension 2,False,-2.9583333333333335,-2.953125,1.012674,0.00390625
Multi-Start 5,22,Exploration - Dimension 2,False,-2.9583333333333335,-2.9609375,1.012672,0.00390625
Multi-Start 5,23,Musterschritt,False,-2.9622395833333335,-2.95703125,1.012661,0.00390625
Multi-Start 5,23,Exploration + Dimension 1,True,-2.9583333333333335,-2.95703125,1.012686,0.00390625
Multi-Start 5,23,Exploration + Dimension 2,False,-2.9583333333333335,-2.953125,1.012674,0.00390625
Multi-Start 5,23,Exploration - Dimension 2,False,-2.9583333333333335,-2.9609375,1.012672,0.00390625
Multi-Start 5,24,Exploration + Dimension 1,False,-2.9544270833333335,-2.95703125,1.012685,0.00390625
Multi-Start 5,24,Exploration - Dimension 1,False,-2.9622395833333335,-2.95703125,1.012661,0.00390625
Multi-Start 5,24,Exploration + Dimension 2,False,-2.9583333333333335,-2.953125,1.012674,0.00390625
Multi-Start 5,24,Exploration - Dimension 2,False,-2.9583333333333335,-2.9609375,1.012672,0.00390625
Multi-Start 5,24,Schrittweite halbiert,True,-2.9583333333333335,-2.95703125,1.012686,0.001953125
Multi-Start 5,25,Exploration + Dimension 1,True,-2.9563802083333335,-2.95703125,1.012688,0.001953125
Multi-Start 5,25,Exploration + Dimension 2,False,-2.9563802083333335,-2.955078125,1.012687,0.001953125
Multi-Start 5,25,Exploration - Dimension 2,False,-2.9563802083333335,-2.958984375,1.012683,0.001953125
Multi-Start 5,26,Musterschritt,False,-2.9544270833333335,-2.95703125,1.012685,0.001953125
Multi-Start 5,26,Exploration + Dimension 1,False,-2.9524739583333335,-2.95703125,1.012675,0.001953125
Multi-Start 5,26,Exploration - Dimension 1,True,-2.9563802083333335,-2.95703125,1.012688,0.001953125
Multi-Start 5,26,Exploration + Dimension 2,False,-2.9563802083333335,-2.955078125,1.012687,0.001953125
Multi-Start 5,26,Exploration - Dimension 2,False,-2.9563802083333335,-2.958984375,1.012683,0.001953125
Multi-Start 5,27,Exploration + Dimension 1,False,-2.9544270833333335,-2.95703125,1.012685,0.001953125
Multi-Start 5,27,Exploration - Dimension 1,False,-2.9583333333333335,-2.95703125,1.012686,0.001953125
Multi-Start 5,27,Exploration + Dimension 2,False,-2.9563802083333335,-2.955078125,1.012687,0.001953125
Multi-Start 5,27,Exploration - Dimension 2,False,-2.9563802083333335,-2.958984375,1.012683,0.001953125
Multi-Start 5,27,Schrittweite halbiert,True,-2.9563802083333335,-2.95703125,1.012688,0.0009765625
Multi-Start 6,0,Startpunkt,True,3.333333333333332,-3.0,0.891006,0.5
Multi-Start 6,1,Exploration + Dimension 1,False,3.833333333333332,-3.0,0.465066,0.5
Multi-Start 6,1,Exploration - Dimension 1,True,2.833333333333332,-3.0,0.996354,0.5
Multi-Start 6,1,Exploration + Dimension 2,False,2.833333333333332,-2.5,0.930386,0.5
Multi-Start 6,1,Exploration - Dimension 2,False,2.833333333333332,-3.5,0.768227,0.5
Multi-Start 6,2,Musterschritt,False,2.333333333333332,-3.0,0.797354,0.5
Multi-Start 6,2,Exploration + Dimension 1,True,2.833333333333332,-3.0,0.996354,0.5
Multi-Start 6,2,Exploration + Dimension 2,False,2.833333333333332,-2.5,0.930386,0.5
Multi-Start 6,2,Exploration - Dimension 2,False,2.833333333333332,-3.5,0.768227,0.5
Multi-Start 6,3,Exploration + Dimension 1,False,3.333333333333332,-3.0,0.891006,0.5
Multi-Start 6,3,Exploration - Dimension 1,False,2.333333333333332,-3.0,0.797354,0.5
Multi-Start 6,3,Exploration + Dimension 2,False,2.833333333333332,-2.5,0.930386,0.5
Multi-Start 6,3,Exploration - Dimension 2,False,2.833333333333332,-3.5,0.768227,0.5
Multi-Start 6,3,Schrittweite halbiert,True,2.833333333333332,-3.0,0.996354,0.25
Multi-Start 6,4,Exploration + Dimension 1,True,3.083333333333332,-3.0,0.999399,0.25
Multi-Start 6,4,Exploration + Dimension 2,False,3.083333333333332,-2.75,0.954875,0.25
Multi-Start 6,4,Exploration - Dimension 2,False,3.083333333333332,-3.25,0.930827,0.25
Multi-Start 6,5,Musterschritt,False,3.333333333333332,-3.0,0.891006,0.25
Multi-Start 6,5,Exploration + Dimension 1,False,3.583333333333332,-3.0,0.692375,0.25
Multi-Start 6,5,Exploration - Dimension 1,True,3.083333333333332,-3.0,0.999399,0.25
Multi-Start 6,5,Exploration + Dimension 2,False,3.083333333333332,-2.75,0.954875,0.25
Multi-Start 6,5,Exploration - Dimension 2,False,3.083333333333332,-3.25,0.930827,0.25
Multi-Start 6,6,Exploration + Dimension 1,False,3.333333333333332,-3.0,0.891006,0.25
Multi-Start 6,6,Exploration - Dimension 1,False,2.833333333333332,-3.0,0.996354,0.25
Multi-Start 6,6,Exploration + Dimension 2,False,3.083333333333332,-2.75,0.954875,0.25
Multi-Start 6,6,Exploration - Dimension 2,False,3.083333333333332,-3.25,0.930827,0.25
Multi-Start 6,6,Schrittweite halbiert,True,3.083333333333332,-3.0,0.999399,0.125
Multi-Start 6,7,Exploration + Dimension 1,False,3.208333333333332,-3.0,0.958979,0.125
Multi-Start 6,7,Exploration - Dimension 1,True,2.958333333333332,-3.0,1.011146,0.125
Multi-Start 6,7,Exploration + Dimension 2,False,2.958333333333332,-2.875,1.007376,0.125
Multi-Start 6,7,Exploration - Dimension 2,False,2.958333333333332,-3.125,0.988569,0.125
Multi-Start 6,8,Musterschritt,False,2.833333333333332,-3.0,0.996354,0.125
Multi-Start 6,8,Exploration + Dimension 1,True,2.958333333333332,-3.0,1.011146,0.125
Multi-Start 6,8,Exploration + Dimension 2,False,2.958333333333332,-2.875,1.007376,0.125
Multi-Start 6,8,Exploration - Dimension 2,False,2.958333333333332,-3.125,0.988569,0.125
Multi-Start 6,9,Exploration + Dimension 1,False,3.083333333333332,-3.0,0.999399,0.125
Multi-Start 6,9,Exploration - Dimension 1,False,2.833333333333332,-3.0,0.996354,0.125
Multi-Start 6,9,Exploration + Dimension 2,False,2.958333333333332,-2.875,1.007376,0.125
Multi-Start 6,9,Exploration - Dimension 2,False,2.958333333333332,-3.125,0.988569,0.125
Multi-Start 6,9,Schrittweite halbiert,True,2.958333333333332,-3.0,1.011146,0.0625
Multi-Start 6,10,Exploration + Dimension 1,False,3.020833333333332,-3.0,1.008797,0.0625
Multi-Start 6,10,Exploration - Dimension 1,False,2.895833333333332,-3.0,1.006814,0.0625
Multi-Start 6,10,Exploration + Dimension 2,True,2.958333333333332,-2.9375,1.012379,0.0625
Multi-Start 6,11,Musterschritt,False,2.958333333333332,-2.875,1.007376,0.0625
Multi-Start 6,11,Exploration + Dimension 1,False,3.020833333333332,-2.875,1.001317,0.0625
Multi-Start 6,11,Exploration - Dimension 1,True,2.895833333333332,-2.875,1.007848,0.0625
Multi-Start 6,11,Exploration + Dimension 2,False,2.895833333333332,-2.8125,1.000311,0.0625
Multi-Start 6,11,Exploration - Dimension 2,True,2.895833333333332,-2.9375,1.010174,0.0625
Multi-Start 6,12,Exploration + Dimension 1,False,3.020833333333332,-2.9375,1.008371,0.0625
Multi-Start 6,12,Exploration - Dimension 1,False,2.895833333333332,-2.9375,1.010174,0.0625
Multi-Start 6,12,Exploration + Dimension 2,False,2.958333333333332,-2.875,1.007376,0.0625
Multi-Start 6,12,Exploration - Dimension 2,False,2.958333333333332,-3.0,1.011146,0.0625
Multi-Start 6,12,Schrittweite halbiert,True,2.958333333333332,-2.9375,1.012379,0.03125
Multi-Start 6,13,Exploration + Dimension 1,False,2.989583333333332,-2.9375,1.011176,0.03125
Multi-Start 6,13,Exploration - Dimension 1,False,2.927083333333332,-2.9375,1.012026,0.03125
Multi-Start 6,13,Exploration + Dimension 2,False,2.958333333333332,-2.90625,1.010626,0.03125
Multi-Start 6,13,Exploration - Dimension 2,True,2.958333333333332,-2.96875,1.012571,0.03125
Multi-Start 6,14,Musterschritt,False,2.958333333333332,-3.0,1.011146,0.03125
Multi-Start 6,14,Exploration + Dimension 1,False,2.989583333333332,-3.0,1.010834,0.03125
Multi-Start 6,14,Exploration - Dimension 1,False,2.927083333333332,-3.0,1.009785,0.03125
Multi-Start 6,14,Exploration + Dimension 2,True,2.958333333333332,-2.96875,1.012571,0.03125
Multi-Start 6,15,Exploration + Dimension 1,False,2.989583333333332,-2.96875,1.011842,0.03125
Multi-Start 6,15,Exploration - Dimension 1,False,2.927083333333332,-2.96875,1.01168,0.03125
Multi-Start 6,15,Exploration + Dimension 2,False,2.958333333333332,-2.9375,1.012379,0.03125
Multi-Start 6,15,Exploration - Dimension 2,False,2.958333333333332,-3.0,1.011146,0.03125
Multi-Start 6,15,Schrittweite halbiert,True,2.958333333333332,-2.96875,1.012571,0.015625
Multi-Start 6,16,Exploration + Dimension 1,False,2.973958333333332,-2.96875,1.012412,0.015625
Multi-Start 6,16,Exploration - Dimension 1,False,2.942708333333332,-2.96875,1.012324,0.015625
Multi-Start 6,16,Exploration + Dimension 2,True,2.958333333333332,-2.953125,1.012674,0.015625
Multi-Start 6,17,Musterschritt,False,2.958333333333332,-2.9375,1.012379,0.015625
Multi-Start 6,17,Exploration + Dimension 1,False,2.973958333333332,-2.9375,1.011975,0.015625
Multi-Start 6,17,Exploration - Dimension 1,True,2.942708333333332,-2.9375,1.012394,0.015625
Multi-Start 6,17,Exploration + Dimension 2,False,2.942708333333332,-2.921875,1.011851,0.015625
Multi-Start 6,17,Exploration - Dimension 2,True,2.942708333333332,-2.953125,1.012554,0.015625
Multi-Start 6,18,Exploration + Dimension 1,False,2.973958333333332,-2.953125,1.012396,0.015625
Multi-Start 6,18,Exploration - Dimension 1,False,2.942708333333332,-2.953125,1.012554,0.015625
Multi-Start 6,18,Exploration + Dimension 2,False,2.958333333333332,-2.9375,1.012379,0.015625
Multi-Start 6,18,Exploration - Dimension 2,False,2.958333333333332,-2.96875,1.012571,0.015625
Multi-Start 6,18,Schrittweite halbiert,True,2.958333333333332,-2.953125,1.012674,0.0078125
Multi-Start 6,19,Exploration + Dimension 1,False,2.966145833333332,-2.953125,1.012585,0.0078125
Multi-Start 6,19,Exploration - Dimension 1,False,2.950520833333332,-2.953125,1.012663,0.0078125
Multi-Start 6,19,Exploration + Dimension 2,False,2.958333333333332,-2.9453125,1.012576,0.0078125
Multi-Start 6,19,Exploration - Dimension 2,False,2.958333333333332,-2.9609375,1.012672,0.0078125
Multi-Start 6,19,Schrittweite halbiert,True,2.958333333333332,-2.953125,1.012674,0.00390625
Multi-Start 6,20,Exploration + Dimension 1,False,2.962239583333332,-2.953125,1.012642,0.00390625
Multi-Start 6,20,Exploration - Dimension 1,True,2.954427083333332,-2.953125,1.012681,0.00390625
Multi-Start 6,20,Exploration + Dimension 2,False,2.954427083333332,-2.94921875,1.012652,0.00390625
Multi-Start 6,20,Exploration - Dimension 2,True,2.954427083333332,-2.95703125,1.012685,0.00390625
Multi-Start 6,21,Musterschritt,False,2.950520833333332,-2.9609375,1.01263,0.00390625
Multi-Start 6,21,Exploration + Dimension 1,True,2.954427083333332,-2.9609375,1.012664,0.00390625
Multi-Start 6,21,Exploration + Dimension 2,True,2.954427083333332,-2.95703125,1.012685,0.00390625
Multi-Start 6,22,Exploration + Dimension 1,True,2.958333333333332,-2.95703125,1.012686,0.00390625
Multi-Start 6,22,Exploration + Dimension 2,False,2.958333333333332,-2.953125,1.012674,0.00390625
Multi-Start 6,22,Exploration - Dimension 2,False,2.958333333333332,-2.9609375,1.012672,0.00390625
Multi-Start 6,23,Musterschritt,False,2.962239583333332,-2.95703125,1.012661,0.00390625
Multi-Start 6,23,Exploration + Dimension 1,False,2.966145833333332,-2.95703125,1.012612,0.00390625
Multi-Start 6,23,Exploration - Dimension 1,True,2.958333333333332,-2.95703125,1.012686,0.00390625
Multi-Start 6,23,Exploration + Dimension 2,False,2.958333333333332,-2.953125,1.012674,0.00390625
Multi-Start 6,23,Exploration - Dimension 2,False,2.958333333333332,-2.9609375,1.012672,0.00390625
Multi-Start 6,24,Exploration + Dimension 1,False,2.962239583333332,-2.95703125,1.012661,0.00390625
Multi-Start 6,24,Exploration - Dimension 1,False,2.954427083333332,-2.95703125,1.012685,0.00390625
Multi-Start 6,24,Exploration + Dimension 2,False,2.958333333333332,-2.953125,1.012674,0.00390625
Multi-Start 6,24,Exploration - Dimension 2,False,2.958333333333332,-2.9609375,1.012672,0.00390625
Multi-Start 6,24,Schrittweite halbiert,True,2.958333333333332,-2.95703125,1.012686,0.001953125
Multi-Start 6,25,Exploration + Dimension 1,False,2.960286458333332,-2.95703125,1.012677,0.001953125
Multi-Start 6,25,Exploration - Dimension 1,True,2.956380208333332,-2.95703125,1.012688,0.001953125
Multi-Start 6,25,Exploration + Dimension 2,False,2.956380208333332,-2.955078125,1.012687,0.001953125
Multi-Start 6,25,Exploration - Dimension 2,False,2.956380208333332,-2.958984375,1.012683,0.001953125
Multi-Start 6,26,Musterschritt,False,2.954427083333332,-2.95703125,1.012685,0.001953125
Multi-Start 6,26,Exploration + Dimension 1,True,2.956380208333332,-2.95703125,1.012688,0.001953125
Multi-Start 6,26,Exploration + Dimension 2,False,2.956380208333332,-2.955078125,1.012687,0.001953125
Multi-Start 6,26,Exploration - Dimension 2,False,2.956380208333332,-2.958984375,1.012683,0.001953125
Multi-Start 6,27,Exploration + Dimension 1,False,2.958333333333332,-2.95703125,1.012686,0.001953125
Multi-Start 6,27,Exploration - Dimension 1,False,2.954427083333332,-2.95703125,1.012685,0.001953125
Multi-Start 6,27,Exploration + Dimension 2,False,2.956380208333332,-2.955078125,1.012687,0.001953125
Multi-Start 6,27,Exploration - Dimension 2,False,2.956380208333332,-2.958984375,1.012683,0.001953125
Multi-Start 6,27,Schrittweite halbiert,True,2.956380208333332,-2.95703125,1.012688,0.0009765625
