run,iteration,event,accepted,x,y,height,step
"Start (2, -4)",0,Startpunkt,True,2.0,-4.0,0.619384,1.0
"Start (2, -4)",1,Exploration + Dimension 1,False,3.0,-4.0,0.334033,1.0
"Start (2, -4)",1,Exploration - Dimension 1,False,1.0,-4.0,0.121775,1.0
"Start (2, -4)",1,Exploration + Dimension 2,True,2.0,-3.0,0.705477,1.0
"Start (2, -4)",2,Musterschritt,True,2.0,-2.0,1.030927,1.0
"Start (2, -4)",2,Exploration + Dimension 1,False,3.0,-2.0,0.705477,1.0
"Start (2, -4)",2,Exploration - Dimension 1,False,1.0,-2.0,0.326012,1.0
"Start (2, -4)",2,Exploration + Dimension 2,False,2.0,-1.0,0.326012,1.0
"Start (2, -4)",2,Exploration - Dimension 2,False,2.0,-3.0,0.705477,1.0
"Start (2, -4)",3,Musterschritt,False,2.0,-1.0,0.326012,1.0
"Start (2, -4)",3,Exploration + Dimension 1,True,3.0,-1.0,0.658308,1.0
"Start (2, -4)",3,Exploration + Dimension 2,False,3.0,0.0,0.12058,1.0
"Start (2, -4)",3,Exploration - Dimension 2,True,3.0,-2.0,0.705477,1.0
"Start (2, -4)",4,Exploration + Dimension 1,False,3.0,-2.0,0.705477,1.0
"Start (2, -4)",4,Exploration - Dimension 1,False,1.0,-2.0,0.326012,1.0
"Start (2, -4)",4,Exploration + Dimension 2,False,2.0,-1.0,0.326012,1.0
"Start (2, -4)",4,Exploration - Dimension 2,False,2.0,-3.0,0.705477,1.0
"Start (2, -4)",4,Schrittweite halbiert,True,2.0,-2.0,1.030927,0.5
"Start (2, -4)",5,Exploration + Dimension 1,False,2.5,-2.0,0.990467,0.5
"Start (2, -4)",5,Exploration - Dimension 1,False,1.5,-2.0,0.660215,0.5
"Start (2, -4)",5,Exploration + Dimension 2,False,2.0,-1.5,0.660215,0.5
"Start (2, -4)",5,Exploration - Dimension 2,False,2.0,-2.5,0.990467,0.5
"Start (2, -4)",5,Schrittweite halbiert,True,2.0,-2.0,1.030927,0.25
"Start (2, -4)",6,Exploration + Dimension 1,True,2.25,-2.0,1.068175,0.25
"Start (2, -4)",6,Exploration + Dimension 2,False,2.25,-1.75,0.916668,0.25
"Start (2, -4)",6,Exploration - Dimension 2,True,2.25,-2.25,1.108994,0.25
"Start (2, -4)",7,Musterschritt,False,2.5,-2.5,1.022735,0.25
"Start (2, -4)",7,Exploration + Dimension 1,False,2.75,-2.5,0.958156,0.25
"Start (2, -4)",7,Exploration - Dimension 1,True,2.25,-2.5,1.038836,0.25
"Start (2, -4)",7,Exploration + Dimension 2,True,2.25,-2.25,1.108994,0.25
"Start (2, -4)",8,Exploration + Dimension 1,False,2.5,-2.25,1.038836,0.25
"Start (2, -4)",8,Exploration - Dimension 1,False,2.0,-2.25,1.068175,0.25
"Start (2, -4)",8,Exploration + Dimension 2,False,2.25,-2.0,1.068175,0.25
"Start (2, -4)",8,Exploration - Dimension 2,False,2.25,-2.5,1.038836,0.25
"Start (2, -4)",8,Schrittweite halbiert,True,2.25,-2.25,1.108994,0.125
"Start (2, -4)",9,Exploration + Dimension 1,False,2.375,-2.25,1.085837,0.125
"Start (2, -4)",9,Exploration - Dimension 1,False,2.125,-2.25,1.103653,0.125
"Start (2, -4)",9,Exploration + Dimension 2,False,2.25,-2.125,1.103653,0.125
"Start (2, -4)",9,Exploration - Dimension 2,False,2.25,-2.375,1.085837,0.125
"Start (2, -4)",9,Schrittweite halbiert,True,2.25,-2.25,1.108994,0.0625
"Start (2, -4)",10,Exploration + Dimension 1,False,2.3125,-2.25,1.100751,0.0625
"Start (2, -4)",10,Exploration - Dimension 1,True,2.1875,-2.25,1.110064,0.0625
"Start (2, -4)",10,Exploration + Dimension 2,True,2.1875,-2.1875,1.112074,0.0625
"Start (2, -4)",11,Musterschritt,False,2.125,-2.125,1.100708,0.0625
"Start (2, -4)",11,Exploration + Dimension 1,True,2.1875,-2.125,1.106209,0.0625
"Start (2, -4)",11,Exploration + Dimension 2,False,2.1875,-2.0625,1.092349,0.0625
"Start (2, -4)",11,Exploration - Dimension 2,True,2.1875,-2.1875,1.112074,0.0625
"Start (2, -4)",12,Exploration + Dimension 1,False,2.25,-2.1875,1.110064,0.0625
"Start (2, -4)",12,Exploration - Dimension 1,False,2.125,-2.1875,1.106209,0.0625
"Start (2, -4)",12,Exploration + Dimension 2,False,2.1875,-2.125,1.106209,0.0625
"Start (2, -4)",12,Exploration - Dimension 2,False,2.1875,-2.25,1.110064,0.0625
"Start (2, -4)",12,Schrittweite halbiert,True,2.1875,-2.1875,1.112074,0.03125
"Start (2, -4)",13,Exploration + Dimension 1,False,2.21875,-2.1875,1.112037,0.03125
"Start (2, -4)",13,Exploration - Dimension 1,False,2.15625,-2.1875,1.110139,0.03125
"Start (2, -4)",13,Exploration + Dimension 2,False,2.1875,-2.15625,1.110139,0.03125
"Start (2, -4)",13,Exploration - Dimension 2,False,2.1875,-2.21875,1.112037,0.03125
"Start (2, -4)",13,Schrittweite halbiert,True,2.1875,-2.1875,1.112074,0.015625
"Start (2, -4)",14,Exploration + Dimension 1,True,2.203125,-2.1875,1.1123,0.015625
"Start (2, -4)",14,Exploration + Dimension 2,False,2.203125,-2.171875,1.111543,0.015625
"Start (2, -4)",14,Exploration - Dimension 2,True,2.203125,-2.203125,1.112569,0.015625
"Start (2, -4)",15,Musterschritt,False,2.21875,-2.21875,1.112191,0.015625
"Start (2, -4)",15,Exploration + Dimension 1,False,2.234375,-2.21875,1.111555,0.015625
"Start (2, -4)",15,Exploration - Dimension 1,True,2.203125,-2.21875,1.112353,0.015625
"Start (2, -4)",15,Exploration + Dimension 2,True,2.203125,-2.203125,1.112569,0.015625
"Start (2, -4)",16,Exploration + Dimension 1,False,2.21875,-2.203125,1.112353,0.015625
"Start (2, -4)",16,Exploration - Dimension 1,False,2.1875,-2.203125,1.1123,0.015625
"Start (2, -4)",16,Exploration + Dimension 2,False,2.203125,-2.1875,1.1123,0.015625
"Start (2, -4)",16,Exploration - Dimension 2,False,2.203125,-2.21875,1.112353,0.015625
"Start (2, -4)",16,Schrittweite halbiert,True,2.203125,-2.203125,1.112569,0.0078125
"Start (2, -4)",17,Exploration + Dimension 1,False,2.2109375,-2.203125,1.112521,0.0078125
"Start (2, -4)",17,Exploration - Dimension 1,False,2.1953125,-2.203125,1.112495,0.0078125
"Start (2, -4)",17,Exploration + Dimension 2,False,2.203125,-2.1953125,1.112495,0.0078125
"Start (2, -4)",17,Exploration - Dimension 2,False,2.203125,-2.2109375,1.112521,0.0078125
"Start (2, -4)",17,Schrittweite halbiert,True,2.203125,-2.203125,1.112569,0.00390625
"Start (2, -4)",18,Exploration + Dimension 1,False,2.20703125,-2.203125,1.11256,0.00390625
"Start (2, -4)",18,Exploration - Dimension 1,False,2.19921875,-2.203125,1.112547,0.00390625
"Start (2, -4)",18,Exploration + Dimension 2,False,2.203125,-2.19921875,1.112547,0.00390625
"Start (2, -4)",18,Exploration - Dimension 2,False,2.203125,-2.20703125,1.11256,0.00390625
"Start (2, -4)",18,Schrittweite halbiert,True,2.203125,-2.203125,1.112569,0.001953125
"Start (2, -4)",19,Exploration + Dimension 1,False,2.205078125,-2.203125,1.112568,0.001953125
"Start (2, -4)",19,Exploration - Dimension 1,False,2.201171875,-2.203125,1.112562,0.001953125
"Start (2, -4)",19,Exploration + Dimension 2,False,2.203125,-2.201171875,1.112562,0.001953125
"Start (2, -4)",19,Exploration - Dimension 2,False,2.203125,-2.205078125,1.112568,0.001953125
"Start (2, -4)",19,Schrittweite halbiert,True,2.203125,-2.203125,1.112569,0.0009765625
"Start (0.2, -2)",0,Startpunkt,True,0.2,-2.0,0.437273,1.0
"Start (0.2, -2)",1,Exploration + Dimension 1,False,1.2,-2.0,0.420483,1.0
"Start (0.2, -2)",1,Exploration - Dimension 1,False,-0.8,-2.0,0.298823,1.0
"Start (0.2, -2)",1,Exploration + Dimension 2,False,0.2,-1.0,0.022253,1.0
"Start (0.2, -2)",1,Exploration - Dimension 2,False,0.2,-3.0,0.158579,1.0
"Start (0.2, -2)",1,Schrittweite halbiert,True,0.2,-2.0,0.437273,0.5
"Start (0.2, -2)",2,Exploration + Dimension 1,False,0.7,-2.0,0.307694,0.5
"Start (0.2, -2)",2,Exploration - Dimension 1,False,-0.3,-2.0,0.413678,0.5
"Start (0.2, -2)",2,Exploration + Dimension 2,False,0.2,-1.5,0.205976,0.5
"Start (0.2, -2)",2,Exploration - Dimension 2,False,0.2,-2.5,0.368463,0.5
"Start (0.2, -2)",2,Schrittweite halbiert,True,0.2,-2.0,0.437273,0.25
"Start (0.2, -2)",3,Exploration + Dimension 1,False,0.45,-2.0,0.369803,0.25
"Start (0.2, -2)",3,Exploration - Dimension 1,True,-0.04999999999999999,-2.0,0.456732,0.25
"Start (0.2, -2)",3,Exploration + Dimension 2,False,-0.04999999999999999,-1.75,0.352121,0.25
"Start (0.2, -2)",3,Exploration - Dimension 2,True,-0.04999999999999999,-2.25,0.460923,0.25
"Start (0.2, -2)",4,Musterschritt,False,-0.3,-2.5,0.368247,0.25
"Start (0.2, -2)",4,Exploration + Dimension 1,True,-0.04999999999999999,-2.5,0.369206,0.25
"Start (0.2, -2)",4,Exploration + Dimension 2,True,-0.04999999999999999,-2.25,0.460923,0.25
"Start (0.2, -2)",5,Exploration + Dimension 1,False,0.2,-2.25,0.443936,0.25
"Start (0.2, -2)",5,Exploration - Dimension 1,False,-0.3,-2.25,0.42346,0.25
"Start (0.2, -2)",5,Exploration + Dimension 2,False,-0.04999999999999999,-2.0,0.456732,0.25
"Start (0.2, -2)",5,Exploration - Dimension 2,False,-0.04999999999999999,-2.5,0.369206,0.25
"Start (0.2, -2)",5,Schrittweite halbiert,True,-0.04999999999999999,-2.25,0.460923,0.125
"Start (0.2, -2)",6,Exploration + Dimension 1,False,0.07500000000000001,-2.25,0.459452,0.125
"Start (0.2, -2)",6,Exploration - Dimension 1,False,-0.175,-2.25,0.448049,0.125
"Start (0.2, -2)",6,Exploration + Dimension 2,True,-0.04999999999999999,-2.125,0.472377,0.125
"Start (0.2, -2)",7,Musterschritt,False,-0.04999999999999999,-2.0,0.456732,0.125
"Start (0.2, -2)",7,Exploration + Dimension 1,False,0.07500000000000001,-2.0,0.455051,0.125
"Start (0.2, -2)",7,Exploration - Dimension 1,False,-0.175,-2.0,0.441993,0.125
"Start (0.2, -2)",7,Exploration + Dimension 2,False,-0.04999999999999999,-1.875,0.415141,0.125
"Start (0.2, -2)",7,Exploration - Dimension 2,True,-0.04999999999999999,-2.125,0.472377,0.125
"Start (0.2, -2)",8,Exploration + Dimension 1,False,0.07500000000000001,-2.125,0.470631,0.125
"Start (0.2, -2)",8,Exploration - Dimension 1,False,-0.175,-2.125,0.457062,0.125
"Start (0.2, -2)",8,Exploration + Dimension 2,False,-0.04999999999999999,-2.0,0.456732,0.125
"Start (0.2, -2)",8,Exploration - Dimension 2,False,-0.04999999999999999,-2.25,0.460923,0.125
"Start (0.2, -2)",8,Schrittweite halbiert,True,-0.04999999999999999,-2.125,0.472377,0.0625
"Start (0.2, -2)",9,Exploration + Dimension 1,True,0.012500000000000011,-2.125,0.473694,0.0625
"Start (0.2, -2)",9,Exploration + Dimension 2,False,0.012500000000000011,-2.0625,0.469277,0.0625
"Start (0.2, -2)",9,Exploration - Dimension 2,False,0.012500000000000011,-2.1875,0.471216,0.0625
"Start (0.2, -2)",10,Musterschritt,False,0.07500000000000001,-2.125,0.470631,0.0625
"Start (0.2, -2)",10,Exploration + Dimension 1,False,0.1375,-2.125,0.463334,0.0625
"Start (0.2, -2)",10,Exploration - Dimension 1,True,0.012500000000000011,-2.125,0.473694,0.0625
"Start (0.2, -2)",10,Exploration + Dimension 2,False,0.012500000000000011,-2.0625,0.469277,0.0625
"Start (0.2, -2)",10,Exploration - Dimension 2,False,0.012500000000000011,-2.1875,0.471216,0.0625
"Start (0.2, -2)",11,Exploration + Dimension 1,False,0.07500000000000001,-2.125,0.470631,0.0625
"Start (0.2, -2)",11,Exploration - Dimension 1,False,-0.04999999999999999,-2.125,0.472377,0.0625
"Start (0.2, -2)",11,Exploration + Dimension 2,False,0.012500000000000011,-2.0625,0.469277,0.0625
"Start (0.2, -2)",11,Exploration - Dimension 2,False,0.012500000000000011,-2.1875,0.471216,0.0625
"Start (0.2, -2)",11,Schrittweite halbiert,True,0.012500000000000011,-2.125,0.473694,0.03125
"Start (0.2, -2)",12,Exploration + Dimension 1,False,0.04375000000000001,-2.125,0.472706,0.03125
"Start (0.2, -2)",12,Exploration - Dimension 1,False,-0.01874999999999999,-2.125,0.473584,0.03125
"Start (0.2, -2)",12,Exploration + Dimension 2,False,0.012500000000000011,-2.09375,0.472351,0.03125
"Start (0.2, -2)",12,Exploration - Dimension 2,False,0.012500000000000011,-2.15625,0.473311,0.03125
"Start (0.2, -2)",12,Schrittweite halbiert,True,0.012500000000000011,-2.125,0.473694,0.015625
"Start (0.2, -2)",13,Exploration + Dimension 1,False,0.02812500000000001,-2.125,0.473337,0.015625
"Start (0.2, -2)",13,Exploration - Dimension 1,True,-0.003124999999999989,-2.125,0.473777,0.015625
"Start (0.2, -2)",13,Exploration + Dimension 2,False,-0.003124999999999989,-2.109375,0.473322,0.015625
"Start (0.2, -2)",13,Exploration - Dimension 2,True,-0.003124999999999989,-2.140625,0.4738,0.015625
"Start (0.2, -2)",14,Musterschritt,False,-0.01874999999999999,-2.15625,0.473203,0.015625
"Start (0.2, -2)",14,Exploration + Dimension 1,True,-0.003124999999999989,-2.15625,0.473391,0.015625
"Start (0.2, -2)",14,Exploration + Dimension 2,True,-0.003124999999999989,-2.140625,0.4738,0.015625
"Start (0.2, -2)",15,Exploration + Dimension 1,False,0.012500000000000011,-2.140625,0.473718,0.015625
"Start (0.2, -2)",15,Exploration - Dimension 1,False,-0.01874999999999999,-2.140625,0.473609,0.015625
"Start (0.2, -2)",15,Exploration + Dimension 2,False,-0.003124999999999989,-2.125,0.473777,0.015625
"Start (0.2, -2)",15,Exploration - Dimension 2,False,-0.003124999999999989,-2.15625,0.473391,0.015625
"Start (0.2, -2)",15,Schrittweite halbiert,True,-0.003124999999999989,-2.140625,0.4738,0.0078125
"Start (0.2, -2)",16,Exploration + Dimension 1,False,0.004687500000000011,-2.140625,0.473793,0.0078125
"Start (0.2, -2)",16,Exploration - Dimension 1,False,-0.010937499999999989,-2.140625,0.473738,0.0078125
"Start (0.2, -2)",16,Exploration + Dimension 2,True,-0.003124999999999989,-2.1328125,0.473842,0.0078125
"Start (0.2, -2)",17,Musterschritt,False,-0.003124999999999989,-2.125,0.473777,0.0078125
"Start (0.2, -2)",17,Exploration + Dimension 1,False,0.004687500000000011,-2.125,0.47377,0.0078125
"Start (0.2, -2)",17,Exploration - Dimension 1,False,-0.010937499999999989,-2.125,0.473715,0.0078125
"Start (0.2, -2)",17,Exploration + Dimension 2,False,-0.003124999999999989,-2.1171875,0.473604,0.0078125
"Start (0.2, -2)",17,Exploration - Dimension 2,True,-0.003124999999999989,-2.1328125,0.473842,0.0078125
"Start (0.2, -2)",18,Exploration + Dimension 1,False,0.004687500000000011,-2.1328125,0.473835,0.0078125
"Start (0.2, -2)",18,Exploration - Dimension 1,False,-0.010937499999999989,-2.1328125,0.473781,0.0078125
"Start (0.2, -2)",18,Exploration + Dimension 2,False,-0.003124999999999989,-2.125,0.473777,0.0078125
"Start (0.2, -2)",18,Exploration - Dimension 2,False,-0.003124999999999989,-2.140625,0.4738,0.0078125
"Start (0.2, -2)",18,Schrittweite halbiert,True,-0.003124999999999989,-2.1328125,0.473842,0.00390625
"Start (0.2, -2)",19,Exploration + Dimension 1,True,0.0007812500000000111,-2.1328125,0.473847,0.00390625
"Start (0.2, -2)",19,Exploration + Dimension 2,False,0.0007812500000000111,-2.12890625,0.473828,0.00390625
"Start (0.2, -2)",19,Exploration - Dimension 2,False,0.0007812500000000111,-2.13671875,0.473839,0.00390625
"Start (0.2, -2)",20,Musterschritt,False,0.004687500000000011,-2.1328125,0.473835,0.00390625
"Start (0.2, -2)",20,Exploration + Dimension 1,False,0.008593750000000011,-2.1328125,0.473806,0.00390625
"Start (0.2, -2)",20,Exploration - Dimension 1,True,0.0007812500000000111,-2.1328125,0.473847,0.00390625
"Start (0.2, -2)",20,Exploration + Dimension 2,False,0.0007812500000000111,-2.12890625,0.473828,0.00390625
"Start (0.2, -2)",20,Exploration - Dimension 2,False,0.0007812500000000111,-2.13671875,0.473839,0.00390625
"Start (0.2, -2)",21,Exploration + Dimension 1,False,0.004687500000000011,-2.1328125,0.473835,0.00390625
"Start (0.2, -2)",21,Exploration - Dimension 1,False,-0.003124999999999989,-2.1328125,0.473842,0.00390625
"Start (0.2, -2)",21,Exploration + Dimension 2,False,0.0007812500000000111,-2.12890625,0.473828,0.00390625
"Start (0.2, -2)",21,Exploration - Dimension 2,False,0.0007812500000000111,-2.13671875,0.473839,0.00390625
"Start (0.2, -2)",21,Schrittweite halbiert,True,0.0007812500000000111,-2.1328125,0.473847,0.001953125
"Start (0.2, -2)",22,Exploration + Dimension 1,False,0.002734375000000011,-2.1328125,0.473844,0.001953125
"Start (0.2, -2)",22,Exploration - Dimension 1,False,-0.001171874999999989,-2.1328125,0.473847,0.001953125
"Start (0.2, -2)",22,Exploration + Dimension 2,False,0.0007812500000000111,-2.130859375,0.473841,0.001953125
"Start (0.2, -2)",22,Exploration - Dimension 2,False,0.0007812500000000111,-2.134765625,0.473847,0.001953125
"Start (0.2, -2)",22,Schrittweite halbiert,True,0.0007812500000000111,-2.1328125,0.473847,0.0009765625
Multi-Start 1,0,Startpunkt,True,-2.3333333333333335,2.333333333333333,1.087572,0.5
Multi-Start 1,1,Exploration + Dimension 1,False,-1.8333333333333335,2.333333333333333,0.96842,0.5
Multi-Start 1,1,Exploration - Dimension 1,False,-2.8333333333333335,2.333333333333333,0.878565,0.5
Multi-Start 1,1,Exploration + Dimension 2,False,-2.3333333333333335,2.833333333333333,0.878565,0.5
Multi-Start 1,1,Exploration - Dimension 2,False,-2.3333333333333335,1.833333333333333,0.96842,0.5
Multi-Start 1,1,Schrittweite halbiert,True,-2.3333333333333335,2.333333333333333,1.087572,0.25
Multi-Start 1,2,Exploration + Dimension 1,False,-2.0833333333333335,2.333333333333333,1.079677,0.25
Multi-Start 1,2,Exploration - Dimension 1,False,-2.5833333333333335,2.333333333333333,1.005052,0.25
Multi-Start 1,2,Exploration + Dimension 2,False,-2.3333333333333335,2.583333333333333,1.005052,0.25
Multi-Start 1,2,Exploration - Dimension 2,False,-2.3333333333333335,2.083333333333333,1.079677,0.25
Multi-Start 1,2,Schrittweite halbiert,True,-2.3333333333333335,2.333333333333333,1.087572,0.125
Multi-Start 1,3,Exploration + Dimension 1,True,-2.2083333333333335,2.333333333333333,1.09673,0.125
Multi-Start 1,3,Exploration + Dimension 2,False,-2.2083333333333335,2.458333333333333,1.054357,0.125
Multi-Start 1,3,Exploration - Dimension 2,True,-2.2083333333333335,2.208333333333333,1.112538,0.125
Multi-Start 1,4,Musterschritt,False,-2.0833333333333335,2.083333333333333,1.084359,0.125
Multi-Start 1,4,Exploration + Dimension 1,False,-1.9583333333333335,2.083333333333333,1.038513,0.125
Multi-Start 1,4,Exploration - Dimension 1,True,-2.2083333333333335,2.083333333333333,1.09784,0.125
Multi-Start 1,4,Exploration + Dimension 2,True,-2.2083333333333335,2.208333333333333,1.112538,0.125
Multi-Start 1,5,Exploration + Dimension 1,False,-2.0833333333333335,2.208333333333333,1.09784,0.125
Multi-Start 1,5,Exploration - Dimension 1,False,-2.3333333333333335,2.208333333333333,1.09673,0.125
Multi-Start 1,5,Exploration + Dimension 2,False,-2.2083333333333335,2.333333333333333,1.09673,0.125
Multi-Start 1,5,Exploration - Dimension 2,False,-2.2083333333333335,2.083333333333333,1.09784,0.125
Multi-Start 1,5,Schrittweite halbiert,True,-2.2083333333333335,2.208333333333333,1.112538,0.0625
Multi-Start 1,6,Exploration + Dimension 1,False,-2.1458333333333335,2.208333333333333,1.109123,0.0625
Multi-Start 1,6,Exploration - Dimension 1,False,-2.2708333333333335,2.208333333333333,1.108273,0.0625
Multi-Start 1,6,Exploration + Dimension 2,False,-2.2083333333333335,2.270833333333333,1.108273,0.0625
Multi-Start 1,6,Exploration - Dimension 2,False,-2.2083333333333335,2.145833333333333,1.109123,0.0625
Multi-Start 1,6,Schrittweite halbiert,True,-2.2083333333333335,2.208333333333333,1.112538,0.03125
Multi-Start 1,7,Exploration + Dimension 1,False,-2.1770833333333335,2.208333333333333,1.111807,0.03125
Multi-Start 1,7,Exploration - Dimension 1,False,-2.2395833333333335,2.208333333333333,1.111345,0.03125
Multi-Start 1,7,Exploration + Dimension 2,False,-2.2083333333333335,2.239583333333333,1.111345,0.03125
Multi-Start 1,7,Exploration - Dimension 2,False,-2.2083333333333335,2.177083333333333,1.111807,0.03125
Multi-Start 1,7,Schrittweite halbiert,True,-2.2083333333333335,2.208333333333333,1.112538,0.015625
Multi-Start 1,8,Exploration + Dimension 1,False,-2.1927083333333335,2.208333333333333,1.112415,0.015625
Multi-Start 1,8,Exploration - Dimension 1,False,-2.2239583333333335,2.208333333333333,1.11218,0.015625
Multi-Start 1,8,Exploration + Dimension 2,False,-2.2083333333333335,2.223958333333333,1.11218,0.015625
Multi-Start 1,8,Exploration - Dimension 2,False,-2.2083333333333335,2.192708333333333,1.112415,0.015625
Multi-Start 1,8,Schrittweite halbiert,True,-2.2083333333333335,2.208333333333333,1.112538,0.0078125
Multi-Start 1,9,Exploration + Dimension 1,False,-2.2005208333333335,2.208333333333333,1.112537,0.0078125
Multi-Start 1,9,Exploration - Dimension 1,False,-2.2161458333333335,2.208333333333333,1.112419,0.0078125
Multi-Start 1,9,Exploration + Dimension 2,False,-2.2083333333333335,2.216145833333333,1.112419,0.0078125
Multi-Start 1,9,Exploration - Dimension 2,False,-2.2083333333333335,2.200520833333333,1.112537,0.0078125
Multi-Start 1,9,Schrittweite halbiert,True,-2.2083333333333335,2.208333333333333,1.112538,0.00390625
Multi-Start 1,10,Exploration + Dimension 1,True,-2.2044270833333335,2.208333333333333,1.112553,0.00390625
Multi-Start 1,10,Exploration + Dimension 2,False,-2.2044270833333335,2.212239583333333,1.112505,0.00390625
